"","Action.taken.OIPM","Action.taken.year","Allegation.short","Allegation.primary.key"
"8312","None",2016,"NEGLECT OF DUTY","bdbd5b582f8aceadb4d3de87da806fba"
"8313","None",2016,"NEGLECT OF DUTY","21f0db510db6ab804e98f00164a70698"
"8314","None",2016,"NEGLECT OF DUTY","8e611933b55913c17dec8eef67ac8de0"
"8315","Oral Reprimand",2017,"NEGLECT OF DUTY","817f186da92a13c49cd5802f30683114"
"8316","None",2017,"NEGLECT OF DUTY","f15a72d339f7fe62c69814811422b6c9"
"8317","None",2017,"NEGLECT OF DUTY","9890dbe5f228719f680e82f8fff92789"
"8318","None",2017,"NEGLECT OF DUTY","899aa4ac9cc2059b28b6649db7254390"
"8319","Letter of Reprimand",2017,"NEGLECT OF DUTY","df64017a02f1019c4c5e670299679ce3"
"8320","Letter of Reprimand",2017,"NEGLECT OF DUTY","5acf1f6832fab0fbbd0c9980511da04e"
"8321","Oral Reprimand",2017,"NEGLECT OF DUTY","d2f90fb5e64240d2d306e484ccecd798"
"8322","Letter of Reprimand",2017,"NEGLECT OF DUTY","04d46ce985339601f346f826dd9015f5"
"8323","Oral Reprimand",2017,"NEGLECT OF DUTY","38e6421e5cab20fc42b35ca381437407"
"8324","None",2017,"NEGLECT OF DUTY","54a0929a4bf28e9fe592311ed5eb0555"
"8325","None",2017,"NEGLECT OF DUTY","42fca48b810e72961a2092054392dbbc"
"8326","None",2017,"NEGLECT OF DUTY","23304ffe985367714c816bacaaa90ab4"
"8327","None",2017,"NEGLECT OF DUTY","4a6e87a7a840407fcee4156b684f7108"
"8328","None",2017,"NEGLECT OF DUTY","a4ae843b6f24dd1ee357bef2a922a576"
"8329","None",2017,"NEGLECT OF DUTY","874a3ef54a89e29c72aaf1277279fad1"
"8330","DI-2",2017,"NEGLECT OF DUTY","ce2560d93f1b6d441a116b9252bb4e66"
"8331","DI-2",2016,"NEGLECT OF DUTY","668d08cba787f0a89c67421cc1a9a84b"
"8332","None",2017,"DEVOTING ENTIRE TIME TO DUTY","8b75a3d5638373aced2aaf3c4bfebb06"
"8333","None",2017,"FALSE OR INACCURATE REPORTS","b318eb4ff85dd0f1b3a38a4e5d06911d"
"8334","DI-2",2016,"NEGLECT OF DUTY","fcf2f1b31c01ee6db840d29b869cf705"
"8335","DI-2",2016,"NEGLECT OF DUTY","763e702cd166212aca568fb80b16b677"
"8336","Mediation",2016,"NEGLECT OF DUTY","bb9ac8cfe06f9d0d5878132c3406631d"
"8337","Mediation",2016,"NEGLECT OF DUTY","967236e8f03f852997cdb225c256c718"
"8338","None",2017,"Professionalism","e3e270062fb6e9a5e872a482b296bfa8"
"8339","None",2017,"NEGLECT OF DUTY","1e031f2fcc97c9cb1a4c81b94c345085"
"8340","None",2017,"Professionalism","c42956b1d30b7faa55b57e27dbdc44f9"
"8341","DI-2",2016,"NEGLECT OF DUTY","409399a5143d689145dfe771972425a6"
"8342","None",2017,"Professionalism","db0cfaa5d25a19aa3f708c2718a9aca2"
"8343","None",2017,"NEGLECT OF DUTY","557684a401246a55324043d5f0f06527"
"8344","None",2017,"NEGLECT OF DUTY","f67f00148797676d86975f45cf936102"
"8345","None",2017,"Professionalism","abb3db62d85851b379a19062a906190e"
"8346","Suspension",2016,"REPORTING FOR DUTY","af8e7ebdee5d6fe484bf37f73254cfa7"
"8347","Dismissed",2017,"ADHERENCE TO LAW","d3bccb3a279f2b4ceeae6c270bb99fd4"
"8348","Resigned before disposition",2017,"ADHERENCE TO LAW","d3833dadd1445fc39fe10346fd239c34"
"8349","Resigned before disposition",2017,"ADHERENCE TO LAW","7e7372c3978a7c4785707a3a18088276"
"8350","Resigned before disposition",2017,"ADHERENCE TO LAW","2efcc9b77fc5b22d7e6bd1c7a28decd9"
"8351","Resigned before disposition",2017,"ADHERENCE TO LAW","40f87eac6ca210c0cd1d691d1106adb5"
"8352","Resigned before disposition",2017,"NEGLECT OF DUTY","91fdde810a5696e208b4d9aae536a844"
"8353","None",2017,"VERBAL INTIMIDATION","0ac3d3608232f5d41fb1f0886f80c3bf"
"8354","None",2017,"Professionalism","cb73fe041de971fdb2082dbcba645f1b"
"8355","None",2017,"NEGLECT OF DUTY","69a04460f61671e1a11a0a4118563713"
"8356","Unknown action taken",2016,"","ef4a24ea1cba443355a56cbd6c40fe4f"
"8357","None",2016,"NEGLECT OF DUTY","de4d70037d287d51706277732ec5773b"
"8358","None",2017,"NEGLECT OF DUTY","6a36e00284d3dcaa5351caf0b333fbf5"
"8359","Suspension",2017,"NEGLECT OF DUTY","a8035cbd229bc176970262e7579c68fb"
"8360","None",2016,"FALSE OR INACCURATE REPORTS","c401c39cae82b93a69cdae5219398390"
"8361","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","c29b17f0ba55194cf3a37a093fb5aa1d"
"8362","None",2016,"Professionalism","6d94aeba61e1c973ed0bb0108679c483"
"8363","None",2016,"NEGLECT OF DUTY","0b5f5603e12e685e452001fae4a02ab2"
"8364","None",2016,"NEGLECT OF DUTY","a88dab74590ea02e6fa69d8ca8964ddd"
"8365","None",2016,"NEGLECT OF DUTY","e0855876166828cbd800be42f23a3035"
"8366","None",2017,"NEGLECT OF DUTY","f299c44b8a6f5a04eec526533405061e"
"8367","None",2017,"NEGLECT OF DUTY","1a1249550c9f7b27046bdb861561360e"
"8368","None",2017,"NEGLECT OF DUTY","54afe7f7fb815c0587fbaf3ce5e1cced"
"8369","None",2017,"NEGLECT OF DUTY","1bb760d2c1da62f03a1314473b1d2c3b"
"8370","None",2017,"NEGLECT OF DUTY","66e025e700a24fc80060f2752cb5b3a7"
"8371","None",2017,"NEGLECT OF DUTY","e7246b5806e2412c6f8343e5e7b66414"
"8372","None",2017,"NEGLECT OF DUTY","e5788d476945047e35b349e4d8838d14"
"8373","None",2017,"NEGLECT OF DUTY","bc70584caae731b33b4fe55889ee8d0a"
"8374","None",2016,"COURTESY","7e025d4f93d5852dfe55d033a38429db"
"8375","None",2016,"UNAUTHORIZED FORCE","cd0df28b52efcfbc043de040a0cae306"
"8376","None",2016,"UNAUTHORIZED FORCE","6646735ce21f9c9ac9947cc743127451"
"8377","Letter of Reprimand",2018,"NEGLECT OF DUTY","053d770c746752c14ea918efbcc69d2f"
"8378","DI-2",2016,"Professionalism","8f815c2d8ff85056a16a5237e7fbed0e"
"8379","DI-2",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","545bcc706e9625858020036a26a3ffb8"
"8380","None",2017,"NEGLECT OF DUTY","f7a7447df90ec73e24af43304f60bb7f"
"8381","None",2017,"NEGLECT OF DUTY","bbfa6706f416ebc45238ebe9c8a2fa80"
"8382","None",2017,"NEGLECT OF DUTY","dda81351ff037b7f136218855baa41b3"
"8383","None",2018,"ADHERENCE TO LAW","816afd4e925d275e83e2e539e45e44ac"
"8384","Pending Investigation",2016,"ADHERENCE TO LAW","78263ac6b10314afd786bd9a844b51d2"
"8385","Pending Investigation",2016,"UNAUTHORIZED FORCE","358183bc7b4785ce9f9b98217f26888b"
"8386","Pending Investigation",2016,"NEGLECT OF DUTY","0ae344e8de80141b26f685b2e9d1d861"
"8387","Pending Investigation",2016,"NEGLECT OF DUTY","baf6171c3100b030144e3d2d06af4e3f"
"8388","Pending Investigation",2016,"NEGLECT OF DUTY","dafa8d54d5948c24676f132b6c078fbd"
"8389","Pending Investigation",2016,"NEGLECT OF DUTY","ce9f133ce71620a34ce722fe582a3239"
"8390","Pending Investigation",2016,"NEGLECT OF DUTY","28ca36973f32eed42fc3660a6c2a8811"
"8391","Pending Investigation",2016,"NEGLECT OF DUTY","5fde0ff729d677fec1ca0ed0413360d2"
"8392","None",2016,"Professionalism","cddf1ee0366095ffbad4fd3c2551bf05"
"8393","None",2016,"UNAUTHORIZED FORCE","f55586143b30b94058a3784e8718e508"
"8394","Illegitimate outcome",2017,"NEGLECT OF DUTY","ec6164ba96c0057f401f4c90eb4c04c7"
"8395","None",2017,"NEGLECT OF DUTY","22c26799c0eabece0621c5f2cf33b4f5"
"8396","Suspension",2017,"NEGLECT OF DUTY","8b5e9b24f1bc487149185a841752a263"
"8397","Suspension",2017,"NEGLECT OF DUTY","75586ffa38d59a7cebfbd1ed699edbec"
"8398","Mediation",2016,"Professionalism","d2b830eea0760fde9c51f4d1a70adbba"
"8399","None",2017,"Abuse of Position","bf2542200ffe50fbd478c507086e2773"
"8400","None",2017,"NEGLECT OF DUTY","b5ad61a22f5c75981dae1bbbc8657ac1"
"8401","None",2017,"NEGLECT OF DUTY","5046923c3f83aac4defe45ab06187712"
"8402","None",2017,"NEGLECT OF DUTY","5b072c9b27e1e759555ea54117d8bd04"
"8403","None",2017,"NEGLECT OF DUTY","9598c4f6b36f3b9b78ffa0ae72c961b2"
"8404","None",2017,"NEGLECT OF DUTY","f72850b13e19deb8ded351bb48f2c577"
"8405","Pending Investigation",2016,"NEGLECT OF DUTY","f72850b13e19deb8ded351bb48f2c577"
"8406","Mediation",2016,"Professionalism","5a7205307b15459575747969418d1df4"
"8407","Mediation",2016,"Professionalism","653c015cf60410851e86e587573c8ee3"
"8408","None",2017,"ACTING IMPARTIALLY","4ae5a7b1bfd277f46b9bfa0a6f889b47"
"8409","None",2017,"NEGLECT OF DUTY","0354e4f23805e913fbf65f230de38492"
"8410","None",2017,"Professionalism","64cc5d74500736fc1607e604b8336880"
"8411","None",2017,"NEGLECT OF DUTY","5645566b2cf92bfd2750dbb0bcb18683"
"8412","None",2017,"NEGLECT OF DUTY","122275dfdbba479c7f6036cd9a48bc3e"
"8413","Pending Investigation",2016,"ADHERENCE TO LAW","8bdee4c7db20517c68dc1b03dbd1098e"
"8414","Pending Investigation",2016,"ADHERENCE TO LAW","8c4f9a2e45e7e32c3e5cdb3070b07690"
"8415","Pending Investigation",2016,"ADHERENCE TO LAW","63102bf9b53a1f215dd2fc7becd327aa"
"8416","None",2017,"DISCRIMINATION","7ec5690497614ea814fbfc6c0cc86d38"
"8417","None",2017,"NEGLECT OF DUTY","f7a1ab1a50b476e1fc7d1e40146516ea"
"8418","None",2017,"NEGLECT OF DUTY","13480ef54b0c475f90b7e85b10d24f73"
"8419","None",2017,"NEGLECT OF DUTY","55ddeb7779bee27a10ca0ee88e28df0f"
"8420","None",2017,"Abuse of Position","1c791cfcd14194c4bede8961d8a9183f"
"8421","None",2017,"NEGLECT OF DUTY","204a863f496bb44330a98e22e56e5bf3"
"8422","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","0c3be7c3729476471d99fb67d20abb1e"
"8423","None",2017,"VERBAL INTIMIDATION","a945f890e6c23c1eaa283b514be43e8e"
"8424","None",2017,"Professionalism","60f2a9ec5f27d4f6da3515c99d82ad8d"
"8425","None",2017,"Professionalism","67b84b1f3a365f1b0f98e6501853a723"
"8426","None",2017,"NEGLECT OF DUTY","661bbc3f4ba6d39915f4289924a6af23"
"8427","None",2017,"NEGLECT OF DUTY","898b7cb264bddca349040d84f1d3ffdb"
"8428","None",2017,"NEGLECT OF DUTY","fce07c56e049947039504377ad522878"
"8429","None",2017,"NEGLECT OF DUTY","d65b0f8214c405ad3d2885e2799d1507"
"8430","None",2017,"NEGLECT OF DUTY","c55544dcd9f9e4db0e25d043f0bb788e"
"8431","None",2017,"HONESTY AND TRUTHFULNESS","35116b84e2c9fff6db9fb369977664c4"
"8432","None",2017,"NEGLECT OF DUTY","49d226aaf49848f36b9fb4e5a72a486a"
"8433","None",2017,"NEGLECT OF DUTY","1ffc690e74d029b67c9ecd3a41944429"
"8434","None",2017,"NEGLECT OF DUTY","7d14f87eb2555d5938f48ef2b49d82d9"
"8435","Mediation",2016,"Professionalism","9f6ac9d9a66a34d76fe30e82339574aa"
"8436","None",2017,"COURTESY","867d57dcd036d41ef4b448e0f0c98981"
"8437","None",2017,"COURTESY","7406ddd5f28fb7f21c4ef1d8faafd310"
"8438","Letter of Reprimand",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d4ec55ca5666be0ccab98dea657b2a6d"
"8439","None",2017,"Professionalism","833a5b669acb3073338530e38d4c5c9a"
"8440","None",2017,"NEGLECT OF DUTY","1cf97dd68a6b380956ed1ee05a3a0b65"
"8441","Mediation",2016,"Professionalism","80fca6d62d205cccda2f9018c46bb045"
"8442","Mediation",2016,"NEGLECT OF DUTY","22608fcedc5bedc879fe3d3d1f0007e3"
"8443","Letter of Reprimand",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","821cf36ff6831b84fca7495e1aad491b"
"8444","None",2017,"NEGLECT OF DUTY","4ba71442909a978be024ce9890360de5"
"8445","None",2017,"Professionalism","b93d01d22902172b7bfae54ceeb8af7a"
"8446","None",2017,"NEGLECT OF DUTY","c00c78ae61d7f14aa07f148756954f62"
"8447","Mediation",2016,"VERBAL INTIMIDATION","a44de205247354726e15fa921ad279b2"
"8448","Mediation",2016,"VERBAL INTIMIDATION","66b0074d006d7ff8924cc8d07383ec41"
"8449","Mediation",2016,"VERBAL INTIMIDATION","9543f3cca168c08951faa6ce345d2942"
"8450","Mediation",2016,"VERBAL INTIMIDATION","a94138b9e5167a8990994baca8fdfc1e"
"8451","None",2017,"Professionalism","7c2ce690283e5d1ec9bb70aaab44dc47"
"8452","DI-2",2016,"NEGLECT OF DUTY","d0423ffe89fa2ccac4f3482811593c77"
"8453","DI-2",2016,"NEGLECT OF DUTY","e2ba7771719c2268f8d11a8f5e446473"
"8454","None",2016,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","73ecc86031a478496bcf4eaf447dcc5d"
"8455","None",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","e042a908fb9e97d68d05dd6d9d090fb8"
"8456","Suspension",2017,"NEGLECT OF DUTY","9370b53713b0e23a86c47d20089d23ff"
"8457","None",2017,"","7156561def1552831c68151d6d78ae33"
"8458","None",2016,"Professionalism","54f5f2d7ce4782a5164ebb59fa472da2"
"8459","None",2017,"NEGLECT OF DUTY","616ecbc3591bb246aa50f344bb914837"
"8460","None",2017,"Professionalism","f72a2a2cd82b4a780a27e4c0b6cfd351"
"8461","Letter of Reprimand",2017,"NEGLECT OF DUTY","2bd5d599eb4406940f199f23543595dc"
"8462","None",2017,"Professionalism","76ba088e603e9eae3803f2248f99594d"
"8463","Letter of Reprimand",2017,"NEGLECT OF DUTY","6c509ea7c252859190a436e93f0bde79"
"8464","None",2017,"Professionalism","345a8dac9d24b82ac1c584eff6478c76"
"8465","Mediation",2016,"NEGLECT OF DUTY","44c758b045041b8f157ed58f255c6078"
"8466","None",2017,"NEGLECT OF DUTY","1ff99369440b08c3004d6293f9166180"
"8467","Mediation",2016,"COURTESY","4af15ecfadac3d0fd712027f7c690d9b"
"8468","None",2017,"NEGLECT OF DUTY","714f8297ef5974af9068e9c9292b49dd"
"8469","None",2017,"NEGLECT OF DUTY","2d80851f3bbf6507121efb99dc28480e"
"8470","DI-2",2016,"","06c44eb81f48dec167695a3dc08822b4"
"8471","None",2017,"Professionalism","7ef79f2144f45a314a31f7e92c91f05a"
"8472","None",2017,"HONESTY AND TRUTHFULNESS","4e4f8744c317ea8b6bf9bb36eba41476"
"8473","None",2017,"FALSE OR INACCURATE REPORTS","3fc4fb239c93889ffe61c88b8e0e64c6"
"8474","None",2017,"ACTING IMPARTIALLY","7819689394867533d484843df7da63e6"
"8475","None",2017,"INTERFERING WITH INVESTIGATIONS","515b9133bf38e9dd591b9ac00456c5de"
"8476","None",2017,"ADHERENCE TO LAW","1b45d6e528c73b1c646c8b5d3d52a4f4"
"8477","None",2017,"Professionalism","25e4bda1b64874c9a0495defd57abc78"
"8478","None",2017,"Professionalism","56b28266d64094ca0cc89732086ffc3e"
"8479","None",2017,"NEGLECT OF DUTY","0d91417984b1d58278ad83223a6f465c"
"8480","None",2017,"ACTING IMPARTIALLY","f0994bc30bc0c99ba79f6fd83e749e98"
"8481","None",2017,"NEGLECT OF DUTY","264818d7dd6552ec08a250f2dd9a0fa9"
"8482","None",2017,"NEGLECT OF DUTY","97b970999fc6daa009885a0b9d12b0e6"
"8483","None",2017,"NEGLECT OF DUTY","0edb1fcec4ed9176c522de8e90f9df51"
"8484","None",2017,"NEGLECT OF DUTY","d3812e1bd2d19e27b31db4ba89981e39"
"8485","Oral Reprimand",2017,"Professionalism","0b7064daf9b551c1be1f547176c925a0"
"8486","None",2017,"NEGLECT OF DUTY","cf4e7b850f93c9f81b9ae74c42630fbe"
"8487","None",2017,"NEGLECT OF DUTY","d0e55f98dc31f08172d0b98c9a1549f9"
"8488","None",2017,"NEGLECT OF DUTY","b2742cb70a6e398037ccb17b50c61cf1"
"8489","Letter of Reprimand",2017,"Professionalism","8691f65b0cfd82e2ddb7f1ae4afaf5c4"
"8490","Resigned before disposition",2017,"NEGLECT OF DUTY","12e1a4bc0c95a6bd34182b64ae4a888e"
"8491","None",2016,"NEGLECT OF DUTY","d7bb3ea70e1481a3758dcc82442c8d94"
"8492","None",NA,"UNAUTHORIZED FORCE","825223a5012daea2e5aba31be7067108"
"8493","None",NA,"UNAUTHORIZED FORCE","1b52fa2a5885f918f6a7da610fbdda61"
"8494","None",NA,"Professionalism","ecb38ed19a846cca00e08281d71b71a0"
"8495","None",2017,"Professionalism","bc62659df0a8057b2bbe4397654558c3"
"8496","None",2017,"ACTING IMPARTIALLY","25b48ebb38042dc978e229f70b956079"
"8497","None",2017,"NEGLECT OF DUTY","b84438bd725e68040bcdb517bd3036b9"
"8498","None",2017,"Professionalism","d3faf1e848fd53b9f8d5a261346cb9e6"
"8499","None",2017,"COURTESY","a34098a8bb0f5358703367128fba078e"
"8500","None",2017,"Professionalism","af7f1b8edf9fd4a2a78dd0d5afba02a3"
"8501","None",2017,"NEGLECT OF DUTY","b810961e4f816a2a4975fc0e80ab14fc"
"8502","None",2017,"NEGLECT OF DUTY","3ec08a65ef78ef3ed335699034bf4ca9"
"8503","None",2017,"Professionalism","c2454f57780e4b41714c80a4f7e1e102"
"8504","None",2017,"NEGLECT OF DUTY","ff7908b6a9e9bf7132aad9b94a74dcf8"
"8505","None",2017,"NEGLECT OF DUTY","dec9ecfa3832c343608aa64d29924ef5"
"8506","Resigned before disposition",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","d2c2147f4578d09f6b70062c9df8d504"
"8507","None",2016,"NEGLECT OF DUTY","e86ce69cebee0a89673524eedc4e1075"
"8508","None",2016,"ADHERENCE TO LAW","0d2d657b2d1b71d2ca3d05e2db6d75af"
"8509","Resigned before disposition",2016,"HONESTY AND TRUTHFULNESS","f1a77974f62697c008e186ee3e34e011"
"8510","Resigned before disposition",2017,"ADHERENCE TO LAW","55e1392df3fed842726be5809b7e692b"
"8511","Resigned before disposition",2017,"Professionalism","d69bba6c1eb362d0a63fd94eeaebaf6b"
"8512","None",2017,"NEGLECT OF DUTY","1cc4f88af7c1df2cfb78e41ae3d7c0a6"
"8513","None",2017,"NEGLECT OF DUTY","23ed9c85561242e290ff1e02f86208d5"
"8514","None",2016,"ADHERENCE TO LAW","f7b9a469e83c3205c0bd9d3b60c42082"
"8515","Suspension",2017,"NEGLECT OF DUTY","c06e86066ad93b70334bfae09963fa0e"
"8516","None",2017,"NEGLECT OF DUTY","748df1ff9098abcaddd920f6344b111e"
"8517","None",2017,"NEGLECT OF DUTY","dc1ced15205d5c8e1c2d66b2f033a3b3"
"8518","Letter of Reprimand",2018,"NEGLECT OF DUTY","ab2a4133e4c010b03c959f3cc9b3585d"
"8519","None",2017,"NEGLECT OF DUTY","68b28926b6dbb051c774f5d0c66366cb"
"8520","None",2017,"NEGLECT OF DUTY","c1b39b901115fde44218c5dd72f99f3c"
"8521","None",2017,"NEGLECT OF DUTY","f0a978098d10ccb445e38c687933b72f"
"8522","None",2017,"NEGLECT OF DUTY","6df7a892f6c09440091e72438df435ef"
"8523","None",2017,"NEGLECT OF DUTY","c2ba0c421bff525974f122da0b577975"
"8524","None",2017,"Professionalism","f4245b0d594760838e782d2e7412cd26"
"8525","None",2017,"NEGLECT OF DUTY","e080e72c58da514ce398d5fb1c47d0a5"
"8526","None",2017,"NEGLECT OF DUTY","4a3a1906716e35ae0b658a9ccd10d682"
"8527","None",2017,"NEGLECT OF DUTY","05d967ccab883f181693a9ec672965f0"
"8528","None",2017,"Professionalism","00303a094fc455f6e0ac374de10cd9c7"
"8529","None",2017,"Professionalism","046ac71ea0405397a7f65e9f21175309"
"8530","Mediation",2016,"Professionalism","99bcf19dcc858bcbb074f53f64e0260b"
"8531","None",2017,"NEGLECT OF DUTY","ce712e2822bf3994164d95254b1988bc"
"8532","Letter of Reprimand",2018,"NEGLECT OF DUTY","10c69d93339946329c4a809474fcd073"
"8533","None",2017,"NEGLECT OF DUTY","3987e2c3f7d1c936a910f609a8a44265"
"8534","None",2017,"NEGLECT OF DUTY","bd401399c7c10fd9557ab4fc91fb550e"
"8535","Letter of Reprimand",2017,"NEGLECT OF DUTY","55d33b98b14c00a9da44e63341b2f440"
"8536","Letter of Reprimand",2018,"NEGLECT OF DUTY","fed0a681706088951684225f90d5882b"
"8537","None",2017,"NEGLECT OF DUTY","10a9e5fe243d0a9e326765cb69c527ad"
"8538","None",2017,"NEGLECT OF DUTY","eadfbafa3712a9cd34c0051551d460ae"
"8539","None",2017,"NEGLECT OF DUTY","ac4508ce43e837367181562ff3f5895a"
"8540","None",2017,"Professionalism","01b8e8f57dd7a0b9eb154db6b0c6ccd5"
"8541","None",2017,"NEGLECT OF DUTY","8813ea257efbc2520dbd330b796dc742"
"8542","None",2017,"Professionalism","a44144437471dd63ef3f7f96f079c799"
"8543","None",2017,"NEGLECT OF DUTY","b861526da70ffb7d0372747a4a968927"
"8544","None",2017,"NEGLECT OF DUTY","c458ccce074a7956bd6b30ad6327a42d"
"8545","DI-2",2017,"NEGLECT OF DUTY","3ff725bbd7636bd982b841890c1c5ce4"
"8546","DI-2",2017,"NEGLECT OF DUTY","6e0f48962601155308294e2156f5930b"
"8547","None",2017,"NEGLECT OF DUTY","bbd5ee98589ac827da6fafc63c9db151"
"8548","Letter of Reprimand",2018,"NEGLECT OF DUTY","504f41f9e5e8409dac39f1d6f46f29ed"
"8549","Letter of Reprimand",2018,"NEGLECT OF DUTY","eb8505635478b424911fa0166a94c198"
"8550","None",2017,"HONESTY AND TRUTHFULNESS","a302872a18e663bf8533eb4952984ff0"
"8551","Suspension",2018,"NEGLECT OF DUTY","5279be11e33665aee19df6b4339cd33d"
"8552","Suspension",2018,"NEGLECT OF DUTY","142dd09a7d177c6ff271c6ddafb447f9"
"8553","Suspension",2018,"NEGLECT OF DUTY","01882f6839501647a2b7c4bf0372f3ca"
"8554","Suspension",2018,"NEGLECT OF DUTY","7fa2a440fc6248b1e2b2dabbda15b004"
"8555","Suspension",2018,"NEGLECT OF DUTY","a94a1c26d01c1e60d48d2096f05a7b53"
"8556","None",2017,"COURTESY","afc05311de2de0444935b4db8e7c8c32"
"8557","None",2017,"VERBAL INTIMIDATION","1e2dbe358ee1bbec1912a3f4afcf76c8"
"8558","DI-2",2016,"NEGLECT OF DUTY","e5f14dea6e5ec15c6ceb946596fedae1"
"8559","DI-2",2017,"NEGLECT OF DUTY","735ad083b80c031c83ccd422053e93bd"
"8560","None",2017,"Professionalism","4f2cc858e676a40ce6668d3efe87419d"
"8561","Suspension",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","9ae24c8d0d9435734bff3f3c089dca81"
"8562","Illegitimate outcome",2017,"NEGLECT OF DUTY","b8dceab5caf1630ee45b1bfdbcf44553"
"8563","Suspension",2017,"NEGLECT OF DUTY","c9686aa820cc1cfab6f307a14e097147"
"8564","Illegitimate outcome",2017,"NEGLECT OF DUTY","5dbbeafc56b7190ba4ed1c527e12d829"
"8565","None",2017,"Professionalism","aaddfd775b019cab7aae2062924587f2"
"8566","Suspension",2017,"NEGLECT OF DUTY","8b438465692fb286c51374b77b25cc68"
"8567","Oral Reprimand",2017,"Professionalism","30e9eb9c80146cb22687fec68752da56"
"8568","Pending Investigation",2016,"ADHERENCE TO LAW","ce32bf5ae8f572d216c62f1a6901af53"
"8569","Suspension",2017,"NEGLECT OF DUTY","76407275c557b237c012b45ce5c6ee4b"
"8570","Suspension",2017,"NEGLECT OF DUTY","ceb352d10662ef950eb7410c49f22a50"
"8571","None",2017,"NEGLECT OF DUTY","4528304a980789d1ab3e26f7ce83545b"
"8572","None",2017,"NEGLECT OF DUTY","daa8b51c1735090c6193549dfb9b83fd"
"8573","None",2017,"NEGLECT OF DUTY","6327c9e8c60fc30b36f16ffbe09bb681"
"8574","None",2016,"","1a38e1a39cc2252a496f10f9d2ebe41d"
"8575","Letter of Reprimand",2018,"NEGLECT OF DUTY","0e81f8e3f2e5ce85ef9c7364eccd6e10"
"8576","None",2017,"UNAUTHORIZED FORCE","5678f53ccda4bd93f1199397f10c9822"
"8577","Pending Investigation",2016,"ADHERENCE TO LAW","31a6de9aca336291937a069eba597069"
"8578","Pending Investigation",2016,"ADHERENCE TO LAW","a0932c29fdfdb43688207c77efdba337"
"8579","None",2017,"NEGLECT OF DUTY","766ca5f908eff81a6d1d4f7ac0378803"
"8580","None",2017,"NEGLECT OF DUTY","8e1cdbb4ac9f7b7e3a4fdb39bffc2689"
"8581","None",2017,"NEGLECT OF DUTY","7a9eb12bf5cdf96c88c2adce8b7196e0"
"8582","None",2017,"Professionalism","63b5bf49b52cdeefff1396b22a4a5b7c"
"8583","None",2017,"NEGLECT OF DUTY","97e32cf1d02b6ef1509680386066358d"
"8584","None",2017,"Professionalism","9c4e4b1fdbca0518764ed9b4569f460c"
"8585","Illegitimate outcome",2018,"NEGLECT OF DUTY","f5427a7bbf1e4bb9aaaa9e5369dffe57"
"8586","None",2017,"Professionalism","ea31f6eb4c5f21ff4aa26954c93d278f"
"8587","None",2017,"Professionalism","8f17476db2aaa50e731d1d68066fb76a"
"8588","DI-2",2017,"NEGLECT OF DUTY","b84cf139bc04e76a6a50d635975ba975"
"8589","DI-2",2016,"NEGLECT OF DUTY","d7546903eecf8639a2de935767d44925"
"8590","None",2017,"NEGLECT OF DUTY","28eef6b0f45268a530fa63a5fbd5f8e0"
"8591","None",2018,"ADHERENCE TO LAW","ae8f1d9f3fc3a8ca7f1d6f8919cd9dd4"
"8592","None",2017,"NEGLECT OF DUTY","be186347bde793688251bc70d2d630e3"
"8593","Illegitimate outcome",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","90f4434a1fcc087464e7960e8a91fcba"
"8594","Illegitimate outcome",2017,"INSTRUCTIONS FROM AUTHORITATIVE SOURCE","7b2f3a08babe6ec694ae49082389782c"
"8595","Illegitimate outcome",2017,"NEGLECT OF DUTY","5a05ab561f049e7640e3f824edc9efcd"
"8596","Suspension",2017,"NEGLECT OF DUTY","36e5ec7923522916b175f33082b3f752"
"8597","None",2017,"Professionalism","65e09f82cf9f59312f5072976a9f0dde"
"8598","None",2017,"NEGLECT OF DUTY","125891d46b974801097f861831f33a43"
