"","Folder.number","Race","In.Year","In.Month"
"276","d3c5fea432278bd8cea5ba13b74afd5d","Black / African American",2017,1
"277","47afe1b16973477a9fd68162a1fc5724","Black / African American",2017,1
"278","0d013187f76d35a6b1dcd08405e1b254","Black / African American",2017,1
"279","46faf6069cd7feae400ec484f00788e1","Black / African American",2017,1
"280","669498d0c1c1487a673918922b13a559","White",2017,1
"281","7e9241e7204a56b069d6802204c8a140","Black / African American",2017,1
"282","fea69aac35614683b192b5deba3139e4","White",2017,1
"283","71bc7e4f23a33f66eb7e51a0ce505454","Black / African American",2017,1
"284","a02716ad6534068da66ad82a193e91b6","White",2017,1
"285","f4726e8a6cd16cdba66dbabd0bc5637c","Black / African American",2017,1
"286","4a007eda9d7eaa5aabdba0b19f9905a5","Black / African American",2017,1
"287","bd9725cd5fcd4683b144f94fb6fe1d3c","Black / African American",2017,1
"288","71f951622fa80297c76d732632917caa","Black / African American",2017,1
"289","e84c7b8d2d95c7521b011f3e717d7b11","Black / African American",2017,1
"290","50ec08fb167c66b1ad197cf7bedf056e","Black / African American",2017,1
"291","f0d51df0c5de9592357ef43ab6d319ee","White",2017,1
"292","3d673e15bc25f7d9e06e198ed85f8c00","Black / African American",2017,1
"293","972d15b8eeee292b0392ac0e2ea3cda7","Black / African American",2017,1
"294","d4b6b258290f713d98e8ffa3884b3acd","Black / African American",2017,1
"295","11e251d3b13ead53f72dcb8cf1f6ed97","Black / African American",2017,1
"296","f50fdc668037e96b027b5090fea70360","Black / African American",2017,1
"297","3fa153773259f696c2aeb4b8754b2868","Black / African American",2017,1
"298","dab2bdc7d1065616f1885e3cf59a8713","White",2017,1
"299","82036b18fbe863605e46480e86cf7403","Black / African American",2017,1
"300","f4548925bc48e8b9407d1511bc4911f6","White",2017,1
"301","a64328ca6fd28ff17904a37434e501b9","Black / African American",2017,1
"302","c5c368a3fc77e14ffbd35a52af4e1f72","Black / African American",2017,1
"303","ea8df7c0ad53715cad0056b0d5d3f6a8","Black / African American",2017,1
"304","4b6e77700191d1268aa695e3166dd7e1","White",2017,1
"305","48d75c4cf6b5dfc4300a1e53b5c6532a","White",2017,1
"306","e4aa238dc7a9b625a7e577a92e2e1af6","White",2017,1
"307","8c530650bc3fe1922deb184e0d898377","Black / African American",2017,1
"308","2befacc6827d2a5e1b4c5a09349a9496","Black / African American",2017,1
"309","4a4d7524cf10a3c6fc87e129a27887db","Black / African American",2017,1
"310","b8a4aa173841d3afc5e9b4accec97350","White",2017,1
"311","1ef418ccd6503044732cbdd6cb393ed0","White",2017,1
"312","1ccb99f67ffc50a58ea27584325c5f10","White",2017,1
"313","ab2b38f319a9d333b8eadfd32eeb2a0d","Black / African American",2017,1
"314","1eab2990d9203f55d231f8e25bdf3447","White",2017,1
"315","f11168d35cd975f7d3902ea75b657512","Black / African American",2017,1
"316","5bb105eef94d099fc095293cad513747","Black / African American",2017,1
"317","f69a6d2b3380f82191b6f4784e49503f","Black / African American",2017,1
"318","9601a05ec55dcc4b800408e84ffbf6fa","Black / African American",2017,1
"319","72e2781f584c83e96621e7d9c7f38583","Black / African American",2017,1
