"","Empl.ID","age.bucket","Officer.sex","Officer.race","Zip"
"33","0617bdcabd3088034c931f0015c9251e","51 or older","Male","White","70461"
"34","c1568b4a9a83144293758dbc86d9b6b8","51 or older","Male","Black / African American","70114"
"35","dfa03559bd562ef8597abfd6a9e2eb37","51 or older","Male","Black / African American","70114"
"36","55131514a2acc1753cdb8816b82f5d1d","51 or older","Male","Black / African American","70114"
"37","aae95b3cc42b8865d07d417e312f99b3","51 or older","Male","White","70435"
"38","f27ef388ac5d2be336bc307ffa6a5bd6","51 or older","Male","White","70122"
"39","729596eff907891e90e3b5736fb7b0e7","51 or older","Male","Black / African American","70131"
"40","c60361528632a014b484b15c4166b839","51 or older","Male","Black / African American","70126"
"41","fb345985a119a2b0f99a7896efa4d2c7","51 or older","Male","Black / African American","70122"
"42","3e498add232a09d8b98b704313d6bd56","51 or older","Male","Black / African American","70114"
"43","1e1e0c8dfd89ee25a07797005e818785","46 - 50","Male","White","70431"
"44","3c076c4931814d9d49fe5cad201bcab4","51 or older","Male","Black / African American","70114"
"45","a05c98912c414b70e85501f783dee67b","41 - 45","Male","White","70129"
"46","cf61f00b1c8655f951ea8c312db9736c","51 or older","Male","Black / African American","70006"
"47","18c9ef2aa595c79aec4669f9f36d98fa","51 or older","Male","Black / African American","70114"
"48","d22d93b7e9bc7e01b7ae2d30b4ee7c3d","51 or older","Male","Black / African American","70122"
"49","03bdb6dba457ceb155bbe38dc3bd7e83","51 or older","Male","Black / African American","70131"
"50","43da39a64eba3ee7e745492cfba4fcb8","51 or older","Male","Black / African American","70122"
"51","36d3fbef26a8d8c63a5cfc143dea987e","51 or older","Male","Black / African American","70118"
"52","d5d13bd88d6a731a2fe3c04a6d1712aa","51 or older","Male","Black / African American","70122"
"53","2e5e2b92ba506440d3eb6bf11c922989","46 - 50","Male","Black / African American","70131"
"54","c1aa5e79e2e05b895460d9bff2d53bca","41 - 45","Male","Black / African American","70072"
"55","4ea2114e2ed6fc84a4e42cc39f19a623","51 or older","Male","White","70124"
"56","4276d0b5c6ce2141598063940868c992","51 or older","Male","White","70128"
"57","3a15dbf05f452b5ec4b200f697a269e9","41 - 45","Female","White","70065"
"58","43c9174dac3e4692981916d9c17840f1","51 or older","Male","White","70458"
"59","c5bfeca390d41ddf08bfe22454a11fa7","51 or older","Male","Black / African American","70122"
"60","ef1c5b0eb001d7aadbb6a9c474848eeb","51 or older","Male","White","70124"
"61","0fdd49cf2b396cb62516b335cec3fc2c","46 - 50","Male","White","70458"
"62","78c2925f4ffe59b8ba1276eb3f93e484","51 or older","Male","Black / African American","70131"
"63","24bb491c2c9e43dd694281ff29e047f0","46 - 50","Male","Black / African American","70460"
"64","5c8f68f6d8beab6594323db7c4c88f04","46 - 50","Male","Black / African American","70769"
"65","8fa8c0327b3b1e4c92b6a5380f7b52e4","51 or older","Male","Black / African American","70128"
"66","bb3de4b032a3e98b2a0994d97c298ec3","41 - 45","Male","Black / African American","70084"
"67","532aec8e1f32dd8b57a60ece4df82bba","51 or older","Male","White","70131"
"68","d5a77b761e09a70121c6ecf60102adee","41 - 45","Female","Black / African American","70461"
"69","54fb4ee31104736f18cfdd2262e0ebdf","51 or older","Male","Black / African American","70122"
"70","2a5cb918a476bfabe68db73867e85597","51 or older","Male","White","70124"
"71","eccbc47e0a3988f72e0dc2b41a291df2","41 - 45","Male","Black / African American","70128"
"72","a39d3fa68403bf081f9a427f0ea7e00b","41 - 45","Male","Black / African American","70126"
"73","bed7c369509f0df399a83a9aba8937a8","51 or older","Male","White","70003"
"74","521e310bd5a18139b2a182917d2fa9c7","51 or older","Male","Black / African American","70114"
"75","35dc2bd5bfa0ca7804ebf5258b16553c","41 - 45","Male","White","70005"
"76","bc65ac42da81eaf2dc8d590ffa9cb022","46 - 50","Male","White","70129"
"77","33e56c43d9e554966c55647ad00e388e","41 - 45","Male","Black / African American","70126"
"78","291882f723cb18bb7d4b2a99cc426bae","41 - 45","Female","Black / African American","70131"
"79","82037ce3d65c94d56cc31ba6dd55ddf3","51 or older","Male","Black / African American","70122"
"80","1400e16fe0e17ee811c2d82486cbc6de","46 - 50","Male","White","70005"
"81","e42ccb2f53023ec4edd4c968878bf0fa","51 or older","Male","Black / African American","70127"
"82","7d2ab9cf53f541f02ee38bc0450470b2","51 or older","Female","Black / African American","70114"
"83","9ecbbd63e90c57fa3aa4bf5e98520f36","51 or older","Male","Black / African American","70126"
"84","e45cf4dbc367cf7437eafbb5f81d0c8b","46 - 50","Male","Black / African American","70127"
"85","aa42f6299caaf40fe7f1087b49ed8a92","51 or older","Male","Black / African American","70131"
"86","832c7f0c66d3ef9344f2a6bca7f0ee8c","41 - 45","Female","Black / African American","70122"
"87","adf94ebcab7470610f9daf2ca580da9e","51 or older","Male","Black / African American","70122"
"88","276a1828a9acd1f2c3a9a375250680ac","51 or older","Male","Black / African American","70126"
"89","d296e33fbb0e7ff1107dfa6a901d6486","41 - 45","Male","Black / African American","70005"
"90","a7e3043915bc058867829fcc458ffc9a","46 - 50","Male","Black / African American","70466"
"91","9271b5646200f50ff3715e2d3f8069d3","51 or older","Female","Black / African American","70058"
"92","0c99d9281cfb0a53d542fa8e2f0330f5","51 or older","Male","Black / African American","70072"
"93","7d3555f24ca17d8396f167899843e966","51 or older","Female","Black / African American","70128"
"94","1be0349a7a386bbff4705ea4399b41d7","51 or older","Male","Black / African American","70058"
"95","4dd67235056355f5f88d1dff171fdb03","51 or older","Male","Hispanic / Latinx","70433"
"96","be3c185430f7803f267e6d4dfb81373e","51 or older","Male","Black / African American","70127"
"97","5f14698979616eeb2cf9ea8b9be4f9fe","51 or older","Male","Black / African American","70131"
"98","e035493984e3a675416609e250f39aeb","51 or older","Male","White","70112"
"99","ec30b79b6e9f181decb7131e819e3d64","51 or older","Male","White","70005"
"100","ac82383199f87cea8934122aaecdb105","51 or older","Male","Black / African American","70126"
"101","0b2d60a3c16b04bdc29742390e885008","51 or older","Male","Black / African American","70137"
"102","5117d5b0a3fd1bc83414219481bf4034","51 or older","Male","Black / African American","70131"
"103","c42610f1c01a02c855aad811139cab26","46 - 50","Female","Black / African American","70128"
"104","f23fbd8bf58015f3a6d0d49e2d461d82","41 - 45","Female","Black / African American","70461"
"105","6cfb225fa829d62f996b7d9a13b8a58e","51 or older","Male","Black / African American","70114"
"106","89d90c4191dcdabadb8e7815815f8add","51 or older","Male","White","70072"
"107","0484bd7b0adf8ba097c78d858a94f45c","51 or older","Female","Black / African American","70131"
"108","6de9c4ff75afee969149c1409eed01ac","51 or older","Female","Black / African American","70461"
"109","c9b23037e34e525f7e11a0b0716634b8","51 or older","Male","Black / African American","70065"
"110","04b81975b31161af8d963bab097db11e","51 or older","Female","Black / African American","70126"
"111","5b8f725fb0e941ecba717ac824591ba7","51 or older","Female","Black / African American","70131"
"112","bd227341d91364442b72747b44b2d49e","46 - 50","Male","White","70124"
"113","c912ddf75cdd03e11c8b2eadebaf9557","51 or older","Female","Black / African American","70126"
"114","0f293884a7e633ccb5c86e1ebbd94da4","51 or older","Male","Black / African American","70119"
"115","5c22a59eab90c28e7cdd19e84ab0ecfe","51 or older","Male","Black / African American","70128"
"116","ef46fa7dbbbcbb8bccaf0f8797140423","51 or older","Male","White","70458"
"117","acdfeba5f9534880a658fea8d5b1213a","41 - 45","Male","Black / African American","70128"
"118","aaa2e740cb3271ba1ef8215ca69eafc9","46 - 50","Male","Black / African American","70119"
"119","97e3ea70929aed879f7e2a5e7e36724e","46 - 50","Male","Black / African American","70119"
"120","129199f6ee9f493a9c25d5ca58b5ab98","46 - 50","Male","Black / African American","70131"
"121","8239b1cc6da7521100431e3b9d9a4367","46 - 50","Male","Black / African American","70058"
"122","6d8d8ac150a298d987b474f51016dd63","46 - 50","Male","Black / African American","70461"
"123","95ec58c952435ab670df823a4781f769","46 - 50","Male","Black / African American","70737"
"124","76221e2fcc8caa73d4b109ec7eb781fc","46 - 50","Male","Black / African American","70122"
"125","d86412ce000a87dca7dce961c503e594","46 - 50","Female","Black / African American","70128"
"126","441faf0b69eeeb24553d5eb3fc85ca87","46 - 50","Male","White","70037"
"127","5b5cbfac90443193e6979e12b4dca128","46 - 50","Male","Black / African American","70461"
"128","6530fd2edefb1e95720098f11eb0e44e","41 - 45","Male","White","70131"
"129","2c5afd7b844b8dbf0e43b925d4aefbc0","51 or older","Female","White","70431"
"130","ef0335ddfc7fb213732c062ca7829ea8","51 or older","Male","White","70461"
"131","90b68b0b071760b23eb1bbd90602f9ec","51 or older","Female","White","70462"
"132","efb336e99c76531556b1e96bb63d33a3","51 or older","Male","White","70005"
"133","4d572df67d86e0ac6f5cd50c9d4bab10","51 or older","Male","White","70118"
"134","0bb795c3f304f4546972118f561d66ab","51 or older","Male","White","70452"
"135","c31851a972a644e450e94efcc0c84e8d","51 or older","Male","Black / African American","70128"
"136","a496a44c0486274f0f41b6f74621934b","51 or older","Male","Black / African American","70126"
"137","d2bca95f9d96b3c6764ebcd770fcd091","51 or older","Male","White","70047"
"138","65e6b9ab7e95248bf20e0ea9b3552982","51 or older","Male","Black / African American","70114"
"139","2022f2f692bb5f2961069d144c962c17","51 or older","Male","Black / African American","70072"
"140","fc3e6a5ca94009e34834aedd989489b5","46 - 50","Male","Black / African American","70119"
"141","9eb9b568cff7c729ae291e3eec1b1e4c","51 or older","Male","Hispanic / Latinx","70065"
"142","337c4723b078c42f2a99255160c3bd37","51 or older","Male","Black / African American","70128"
"143","74802c1615a54e66c6d916b0846781f4","51 or older","Male","White","70125"
"144","a7cf63e1ebebf27aa9a805fcd86f8256","51 or older","Male","Black / African American","70131"
"145","069b2e19c064b79551f6c02301aebc92","51 or older","Male","Black / African American","70461"
"146","0b289b97a814f6ca0ff7fd6b1ccff46f","46 - 50","Male","White","70131"
"147","c3e7f520cbf02b5de5792d76c3f09a8e","46 - 50","Male","Black / African American","70131"
"148","f2575e59e111bb4f58593363ca7eeb47","51 or older","Male","Black / African American","70122"
"149","3f18bd1eb04f9ced694f1577f1f395cc","46 - 50","Female","Black / African American","70127"
"150","54044fc1d24694f4ff6efebf25abbcd9","41 - 45","Male","Black / African American","70126"
"151","92eab57e8fee9fa86e253b502bc7036d","51 or older","Male","Black / African American","70032"
"152","304381c16d4fd718a9a0c05285c58154","51 or older","Male","Black / African American","70126"
"153","78e5a63c1e8eb0227ab5be2a041bf3df","51 or older","Female","Black / African American","70122"
"154","e966a3708b41c02816aaf2ab991d5d6a","46 - 50","Male","Black / African American","70128"
"155","f8a979fee7c54c425f8b00a049495b7d","51 or older","Male","Black / African American","70127"
"156","976e390c08ccb4b79f3c95e49567518f","51 or older","Male","Black / African American","70127"
"157","a3cdb80de9ccf200055ce6368e513f50","51 or older","Male","White","70124"
"158","24323f111098f12602e6470c69376757","46 - 50","Female","Black / African American","70122"
"159","0352988960aa16e20411192459b99d33","51 or older","Male","White","70003"
"160","4a25565d6478529efb9d0a1d2db89566","41 - 45","Male","White","70123"
"161","794f07b70ddc40cb57f06971f9a8fdc5","41 - 45","Female","Black / African American","70128"
"162","0ddc0641f2ede16230566117111e8b18","51 or older","Female","Black / African American","70131"
"163","3d49d122ac23b27ca0000523f7faa627","41 - 45","Male","White","70075"
"164","6d3e334f09b46c6bc125f442ce635f10","51 or older","Male","White","70116"
"165","32c8cadf06b0aae05fcaef81ebd452c9","51 or older","Male","Black / African American","70131"
"166","966de3a8e2c6516d33a8364c92cf03de","51 or older","Male","Black / African American","70122"
"167","f8f02c2f8fd7be2e2156e1c3bb2ef15d","51 or older","Male","White","70124"
"168","dcc15ee7bdcd39c9cd9a7d8f4cf1984d","51 or older","Male","White","70128"
"169","bb628f0969d2f0b1aa58745eb1ea4a15","51 or older","Male","White","70131"
"170","691ae2846867e45feb51c960f379cfdb","51 or older","Male","Black / African American","70052"
"171","6e25feeeb9a1a6cde1daa5ecd1e19e0f","51 or older","Male","Black / African American","70131"
"172","daae22bfeeb686ef3e93e7821ea8b2e3","51 or older","Female","Black / African American","70131"
"173","ccda6d64a7ef0763af2818544d0760e9","51 or older","Male","White","70124"
"174","eef235cb82ac9a2ce7e1c88f29c40f83","51 or older","Male","Black / African American","70126"
"175","458d03195ce7309e68c13406c414d9bd","51 or older","Male","White","70131"
"176","e0fba1342564a97c6b05aaf92feecf9c","51 or older","Male","White","70003"
"177","aca083b89bce671537831be5f297d456","46 - 50","Male","Black / African American","70094"
"178","298158d70943af410eb648714baaf2bb","51 or older","Male","White","70006"
"179","b8c7884a92ea46dacbcec3de158b7d25","46 - 50","Male","Black / African American","70122"
"180","706126d2a3f9bbff788acf0ae2fb8e04","41 - 45","Male","White","70458"
"181","f3aa02b3370d872d54c4217a9d45ebcf","41 - 45","Male","Black / African American","70119"
"182","06339c5704121f11955799759602a822","41 - 45","Male","White","70769"
"183","6db08531937848a54ccb462941e8b908","46 - 50","Male","Black / African American","70114"
"184","005d38384c659d7c89e2830636a1a688","41 - 45","Male","Black / African American","70129"
"185","43c770e54f4b2c70dd40662db0ba7d4c","51 or older","Male","Native / Indigenous","70116"
"186","dfaccf7f13157a8b01f120e5ce19a9d8","51 or older","Male","White","70058"
"187","92efb46d366385841a9d383ea6cc731a","51 or older","Male","Black / African American","70115"
"188","ab80a4f9dc3a679759f090f92c9192da","51 or older","Male","Black / African American","70131"
"189","bc15998d3fa57b05b871cb8247d08ea7","51 or older","Male","Black / African American","70122"
"190","d377cf98eafb6afd5ce43379dd3a3f49","51 or older","Male","Black / African American","70128"
"191","e67e47cf215395a7111797783f5e383e","51 or older","Female","White","70037"
"192","969a5862c4170499959f9e35ec28bfe9","51 or older","Male","Black / African American","70131"
"193","a169b23e78fcf4e528b433715eaa60f9","51 or older","Male","Black / African American","70448"
"194","db2878cf791eeb12b5e2309699f9a45e","51 or older","Female","White","70114"
"195","5c1191bbb5aa1876c5f7a7664716291a","46 - 50","Female","White","70122"
"196","9ecf281d70fcd4d249ed6511d26468e7","46 - 50","Male","Black / African American","70125"
"197","68e3b933ccaa5132b77957e5dcd505bf","51 or older","Male","White","70043"
"198","7f597fc382a8cbe6ab07f1874400ee70","41 - 45","Male","Black / African American","70001"
"199","a5b2f2f7fe5e46908bda61d1029c05e2","51 or older","Male","Black / African American","70128"
"200","bcc22a34f58cfc209f84940946b1e597","51 or older","Male","White","70461"
"201","df820017ff0782ae2799110b8c9965aa","51 or older","Male","Black / African American","70131"
"202","627e85410be623f130d287bb2dbe26a4","46 - 50","Male","Black / African American","70128"
"203","86ceb2333c9ed8801b3fb9000437b572","46 - 50","Male","Black / African American","70122"
"204","fba8d53cd970893b02fccd017aa17964","51 or older","Male","Black / African American","70118"
"205","e5e73fad1a7233ebdf2b3a13517d1617","51 or older","Male","Black / African American","70131"
"206","58ae92abefc81ab8bf4a500ddfaac408","51 or older","Male","Black / African American","70118"
"207","3d3625519af74c850c8fe6202d9fde4e","51 or older","Male","Black / African American","70114"
"208","cd4c50457aaf2f0b580f0ae1cd8ca99a","51 or older","Female","Black / African American","70126"
"209","2a47e8e391532ab795da4b5558329020","41 - 45","Male","Black / African American","70114"
"210","9c0cdd81c254e6be363c5237f2a596f5","51 or older","Male","White","70131"
"211","4f5d6c45d606f84ed12e7463974ba1d1","41 - 45","Male","Black / African American","70084"
"212","6bff962fc9eaadc9ea816659e8718921","51 or older","Male","White","70458"
"213","1c6e082eaa6e7b8c66398dbf5f6e573d","51 or older","Male","Black / African American","70058"
"214","2a5733b709fc305b7c7c2452e70627ca","46 - 50","Male","Black / African American","70458"
"215","0cd282b78f5d8339a3bf5abac475ce88","51 or older","Male","Black / African American","70130"
"216","61c1ae7eece1c6af801556ff40b5b57b","46 - 50","Male","White","70448"
"217","e0e5feee7532fb4b39cdc1bf9c671a67","46 - 50","Male","Black / African American","70072"
"218","4c6f99a6a239a1baf27305bb18e167ee","51 or older","Male","Black / African American","70461"
"219","21aeb3478ce134d8874cf9295793bb4a","51 or older","Male","Black / African American","70118"
"220","eaa49940db0dac1469038cf79415ef07","46 - 50","Male","Hispanic / Latinx","70122"
"221","ee48dfe410575669f29ce5bc1d546384","51 or older","Male","Black / African American","70131"
"222","6e8a1776659ec622ea2b45813d8f94b3","51 or older","Female","Black / African American","70131"
"223","7153e22c333bfb11e66daeec5edf8eab","51 or older","Male","White","70003"
"224","2c9533edff46aae3fd22bbc122ab5f22","46 - 50","Female","Black / African American","70127"
"225","3c0d1a5b2a892cafb5b96d34eceb4d77","51 or older","Male","Hispanic / Latinx","70433"
"226","5fa034522c84f34bfb5583b0f19b066e","41 - 45","Male","White","70006"
"227","f118f292ae52c941c3fbac316a8c2108","51 or older","Male","Black / African American","70122"
"228","0315eb85da918ea8f80bc690089d176f","51 or older","Male","Black / African American","70126"
"229","921605c1527a4554940c6a9f992c50e1","41 - 45","Male","Black / African American","70131"
"230","44fc4a513de594974265c3abcec7ea1e","51 or older","Male","White","70458"
"231","97eed9e2096e4e5a1bc8aaaf2bb6f752","51 or older","Male","White","70452"
"232","59b62968a6c687e16133db5c3d0bfe73","51 or older","Male","White","70131"
"233","2eeaf6a57f6b64b9f97846c0cd2eb866","51 or older","Male","White","70121"
"234","1cd53bcd6495168937b7d1e890458ff7","46 - 50","Male","Black / African American","70461"
"235","67fb1b9192c5a351ed84b1e1ef1e7d61","46 - 50","Male","Black / African American","70114"
"236","5d62c38e2dcbf44321d56caa7a182e12","46 - 50","Male","Black / African American","70122"
"237","300c54c4f57d1e5a8ff544d56d39f70b","46 - 50","Female","Black / African American","70126"
"238","3df50b2538080dbdb30b408f67055c21","51 or older","Male","Black / African American","70128"
"239","4f587f9f94c22dc6447ed00c4771d740","46 - 50","Male","White","70448"
"240","e1590307129e397f5b18a44f71c433c8","46 - 50","Female","Black / African American","70460"
"241","491610f0227c8d93a93d2c7cc2b295d0","51 or older","Male","Black / African American","70445"
"242","c0b4fb8df2c580bfb10d29248f9bac63","41 - 45","Male","Black / African American","70127"
"243","28e99ba69a86fd319220d71470960905","41 - 45","Male","Black / African American","70131"
"244","949cfc8ace85fd4139176dd923a5c1a5","51 or older","Male","White","70122"
"245","ae4792c61174a203bf5e7674bc73fcf5","51 or older","Male","Black / African American","70447"
"246","870f52acbdc2be82c0315d8d0fcf2638","51 or older","Male","Black / African American","70065"
"247","5bb11c15bfb80ac41580f948377f06db","51 or older","Male","Black / African American","70122"
"248","30246aabe73b21b4531c1b2f40cda314","51 or older","Male","Black / African American","70118"
"249","9495b61173e2eca85ce8934bc94aefa6","51 or older","Female","Black / African American","70115"
"250","24beb79874433445b42c22974f30192e","51 or older","Male","Black / African American","70122"
"251","44fb3448a65613fa46c4f60bd4f511b1","51 or older","Male","Black / African American","70122"
"252","1669b636992dfe2a8bbdb04f518ca483","51 or older","Male","Black / African American","70117"
"253","17cd76888e85b24848e66da124a78e38","51 or older","Male","Black / African American","70460"
"254","0fd00a07aaa05bf8e9720b6165205f33","51 or older","Male","Black / African American","70128"
"255","090a6e05695b8c84046a5562ca27aa30","51 or older","Male","Black / African American","70734"
"256","e7f01703e3bfab3e94ab88f8e0a9092f","51 or older","Male","Black / African American","70122"
"257","9a3446df7e6c356e0260523593db6951","51 or older","Female","White","70072"
"258","346cec0bef01509d3428c1df183b2169","46 - 50","Male","Black / African American","70092"
"259","482ac06fc895f1866f2ecff7d1681cf2","51 or older","Male","White","70119"
"260","d3a26612d105ca43a940f2b966eead14","51 or older","Male","Black / African American","70461"
"261","c89b01bfdc1d140ace5094b70f550c8c","51 or older","Male","Black / African American","70131"
"262","afab2b86fb0b7bca80ced0ecbdc1ec33","41 - 45","Male","Black / African American","70002"
"263","4867ff9d21c761dd56a7d13982108d66","41 - 45","Female","Black / African American","70128"
"264","efaa1fec0460a5d7bd02fabc2e598474","51 or older","Male","Black / African American","70126"
"265","1d7e50786ce3311964b4055474596ccf","51 or older","Male","Black / African American","70131"
"266","ab64680c147ae3062b2f9b4cf1f9e6e1","41 - 45","Male","Black / African American","70070"
"267","70a152d4fd138c12af6d38f34e1c31c5","41 - 45","Male","White","70005"
"268","97287461076e234edd1a7e7fe0d7da98","51 or older","Female","Black / African American","70122"
"269","89db3fbd1a19af35dab5f74c43811f7a","51 or older","Male","White","70124"
"270","90ead7ec732dc5bab2700cf4026fe513","51 or older","Male","White","70003"
"271","8f026394a570050f7c941eb3846ecb9c","51 or older","Male","Hispanic / Latinx","70065"
"272","700e58ed05d0d1ec6deacd391f1d24f8","51 or older","Male","Hispanic / Latinx","70115"
"273","3e1331b39ba2ccfccff5b27edef2bf49","51 or older","Male","Black / African American","70114"
"274","b8a146c2c8fd7b930ae248c0a09e9972","46 - 50","Female","Black / African American","70127"
"275","41cde00ce71606794da216ab7466ce0c","41 - 45","Male","White","70458"
"276","6775b8231a7e0c0b182da6ff19ecbf63","46 - 50","Male","White","70115"
"277","73c1d84065ef43d5de592fcc752fd601","51 or older","Male","White","70118"
"278","34c9075bcf210ec599bc10e65f78b74e","46 - 50","Male","Black / African American","70131"
"279","edff868f78e9b634a12660a0029ec901","46 - 50","Male","White","70129"
"280","c89dde6fae4fe4f7c726223898d8bfc9","51 or older","Male","White","70124"
"281","67d416182060e483f93f77675acf2401","51 or older","Male","White","70124"
"282","2deb58777c059ee46bc0b744c2f5301c","51 or older","Male","White","70124"
"283","60b7e66fdb05ae6962f04c9ddf0f1bea","51 or older","Male","Black / African American","70126"
"284","c8a69e0e8707fa30d915118d3d509ba4","51 or older","Male","Black / African American","70122"
"285","cc36fe2f86367a49dc2f6cca97e88cf9","46 - 50","Female","Black / African American","70114"
"286","0c65eee20fe448134141531df4370f08","51 or older","Male","Black / African American","70122"
"287","a467369d5dba6f6f6e48c9c79a0252df","51 or older","Male","Black / African American","70129"
"288","e730f61f5ad6c0566dfe387c8e197419","51 or older","Male","Black / African American","70131"
"289","e1976a1b4cfb4332caa4e29fea820644","51 or older","Male","Black / African American","70956"
"290","ffa2d99d6c89ec15451c257c0ef13d35","51 or older","Male","Black / African American","70126"
"291","070d69d1eced9e6d5f08e25a7af22719","51 or older","Male","Black / African American","70126"
"292","2cbd06c0402e1d00f221c38cd51e71af","51 or older","Male","White","70458"
"293","3c828f0c8d89089d24810d17f6ee928e","46 - 50","Male","White","70471"
"294","19087fc88abf744d47bcbcb46b12a4bd","51 or older","Male","Black / African American","70433"
"295","142b851c458ba911074f4bcd63f23492","46 - 50","Female","Black / African American","70461"
"296","5a40c2e905d3504c158e77ae79c0b43c","51 or older","Male","Black / African American","70129"
"297","12e851a6a00b8b3d6c0d35a5d619d839","51 or older","Male","Black / African American","70458"
"298","3d78fcf4a4e0b083cd9c1ad60d5df3f5","51 or older","Male","White","70458"
"299","9d12f48301b033db6179e1281dc1daf3","51 or older","Male","Black / African American","70131"
"300","0f1ad662be1f67f29ebdffd0bb9ab9ea","51 or older","Male","Black / African American","70128"
"301","36dd469bf1930caf4e4e18c79280cc8d","46 - 50","Male","White","70445"
"302","c89a47657106d0023f6a455cf2cab3a3","51 or older","Female","Black / African American","70131"
"303","36188e8aaec3ec51051d65c5a249dadc","51 or older","Male","Black / African American","70094"
"304","8ed0ea34042bd4fdf5178681777f7020","51 or older","Male","Black / African American","70114"
"305","917819365b4fc97930f4cf7caae16d1d","51 or older","Male","White","70116"
"306","0fb1024e18d782b66550deb3815e8ef6","51 or older","Male","Black / African American","70127"
"307","5dd26bd08116db39a42e60d6450c0df2","51 or older","Male","Black / African American","70131"
"308","a5971db505d1bcccba6e615e3d9b2ec5","51 or older","Male","Black / African American","70122"
"309","ff5d75e81d25db2035ecc91ee3c93680","51 or older","Male","Black / African American","70058"
"310","8726c794296ea272b404a0f4f91f4c5a","46 - 50","Male","White","70435"
"311","3689fe69d51eb8da0f0fc6b320b3c739","51 or older","Male","Black / African American","70126"
"312","af0f28f132fc2d4a30f0bc0556a9a812","41 - 45","Male","Black / African American","70128"
"313","62860d50c8b9fc5bf06ca311c5b2f4bb","46 - 50","Male","White","70454"
"314","6b37b2b528bf44967f197aa8d4ff4c06","51 or older","Male","Black / African American","70128"
"315","0b70c372829795ace7a84723b5dd3713","51 or older","Male","Black / African American","70058"
"316","8723354888c0450c1944d55782bb85a5","41 - 45","Male","Black / African American","70131"
"317","a50ac9a0308f9e55030a4f465e972f6b","51 or older","Female","Black / African American","70126"
"318","9a10037ab787f878c43144409e9ebc76","46 - 50","Male","Black / African American","70114"
"319","911ac81ca99e3fcc24b8fca018f2c6bd","51 or older","Male","Black / African American","70126"
"320","f6799f473f10ae3849a2641723cf5fda","51 or older","Male","Black / African American","70127"
"321","29f168c7f6ed5582a21f90a46e065a62","51 or older","Male","Black / African American","70128"
"322","db120c145c86b7af4225a8faf76acdf9","41 - 45","Male","White","70043"
"323","76b676195f66d3b99ef764f3f9724725","51 or older","Female","Black / African American","70115"
"324","ee3168514e7e3f3a3512007d4a96e986","51 or older","Male","Black / African American","70126"
"325","768ecb8a92b39057f0f82c43c83ceb6b","51 or older","Female","Black / African American","70122"
"326","191181f4bf425292a86fc5a110445c9b","51 or older","Male","White","70458"
